6616,03409210438;-3174,21951670752;0;0;0;0;0;0;0;0;0;0;0;0;3,52147678643976;0,794396947925276;0;0;0;0;0;0;0;0;0;0;;-1,37882689159596E-05;
-3170,20008437922;4832,93707198159;0;0;0;0;0;52,3743613325758;0;0;0;-1715,11134893494;0;0;-1,05489811324511;1446,58091301393;0;0;0;0;0;0;0;0;0;0;;-0,0762409483431838;
0;0;2714,66937301836;0;0;0;0;-1476,03279567949;0;0;-1238,63657733886;0;0;0;0;0;5,17812247615443;0;0;0;0;0;0;0,977118814915469;0;0;;-3,43248714216315E-05;
0;0;0;1524,80151900206;-564,933173124127;-845,258070820486;0;0;-114,610275057446;0;0;0;0;0;0;0;0;11,9195036121831;-4,76632921695601;-7,15324174157998;0;-0,0714401040086318;0;0;0;0;;-5,03985575051047E-07;
0;0;0;-570,85899669588;1872,40850804458;0;-845,591369273247;0;0;-455,958142075456;0;0;0;0;0;0;0;-4,71353885840812;7,77465481235745;0;-3,08923277672322;0;0,825583793974115;0;0;0;;-3,59048419795727E-06;
0;0;0;-854,212234043418;0;1641,93573185272;-496,648496585672;0;0;0;0;0;0;-291,075001223626;0;0;0;-7,06164311575965;0;9,73494698731051;-2,64108866867214;0;0;0;0;0,282610567018387;;-2,74500462182914E-06;
0;0;0;0;-867,15896028539;-515,545146424721;3229,07908995431;-1095,21390323986;0;0;0;0;-751,161080004342;0;0;0;0;0;-2,65078365758879;-2,40052620991756;8,41464035496175;0;0;0;0,368936446621907;0;;-2,48778304694497E-05;
0;-52,3743613325758;-1510,94723505406;0;0;0;-1140,67189430241;2703,99349068904;0;0;0;0;0;0;0;-1445,63916741806;-4,49598389406565;0;0;0;-2,14107037841724;0;0;0;0;0;;-0,0763223023968749;
0;0;0;-113,697483005347;0;0;0;0;113,697483005347;0;0;0;0;0;0;0;0;-0,127044660083694;0;0;0;0,0423100262089475;0;0;0;0;;5,4553961348347E-10;
0;0;0;0;-453,256829938576;0;0;0;0;453,256829938576;0;0;0;0;0;0;0;0;-0,442567359461923;0;0;0;-0,875642634089044;0;0;0;;1,19844827395355E-08;
0;0;-1233,95599184936;0;0;0;0;0;0;0;1233,95599184936;0;0;0;0;0;-0,917141323616613;0;0;0;0;0;0;-1,13288632831008;0;0;;7,9221944560004E-07;
0;-1714,0093287898;0;0;0;0;0;0;0;0;0;1714,0093287898;0;0;0;-0,316912211631255;0;0;0;0;0;0;0;0;0;0;;8,75971437608314E-08;
0;0;0;0;0;0;-748,401592397575;0;0;0;0;0;748,401592397575;0;0;0;0;0;0;0;-0,556488274186831;0;0;0;-0,51886372268944;0;;2,76917802466414E-07;
0;0;0;0;0;-289,285893503775;0;0;0;0;0;0;0;289,285893503775;0;0;0;0;0;-0,284794675875491;0;0;0;0;0;-0,336901988179923;;7,73039232626616E-09;
-784,333433605034;-172,346535987759;0;0;0;0;0;0;0;0;0;0;0;0;29,7044718392596;-14,6309311159953;0;0;0;0;0;0;0;0;0;0;;-0,000104589273632882;
234,955939945852;-313839,433678512;0;0;0;0;0;313635,271942366;0;0;0;-30,7942038004408;0;0;-14,2334690001533;22,2764701983632;0;0;0;0;0;0;0;0;0;0;;-0,00126714066118438;
0;0;-610,154774600114;0;0;0;0;620,444692606909;0;0;-10,2899180067947;0;0;0;0;0;23,0382373277736;0;0;0;0;0;0;-117,619509092406;0;0;;-0,000153504122408776;
0;0;0;-1356,33301068962;542,596590015984;812,965544797011;0;0;0,770875876621595;0;0;0;0;0;0;0;0;13,5757716784702;-4,96254038126165;-7,43738200628192;0;-10,6213856456959;0;0;0;0;;-3,88972694054246E-08;
0;0;0;536,358607169161;-885,062899243829;0;357,77277722461;0;0;-9,06848514994181;0;0;0;0;0;0;0;-5,01672953063896;16,4477911790166;0;-7,30136203748455;0;-41,5098714508519;0;0;0;;-3,04841387332999E-06;
0;0;0;803,551891619218;0;-1106,37620364966;305,871941734852;0;0;0;0;0;0;-3,04762970440807;0;0;0;-7,50684803911687;0;14,4473075362217;-4,28837215079547;0;0;0;0;-26,991753959382;;-1,95393499780039E-06;
0;0;0;0;301,763916844239;272,819676525301;-974,523227293808;403,887025798739;0;0;0;0;-3,94739187447102;0;0;0;0;0;-7,61738124456641;-4,53625505370598;27,8818798443061;0;0;0;-70,2060267919594;0;;-0,000100805260899506;
0;0;0;14,4565471883651;0;0;0;0;-14,4565471883651;0;0;0;0;0;0;0;0;-0,99917759701371;0;0;0;10,1846326424952;0;0;0;0;;-1,14469278500451E-09;
0;0;0;0;50,3816520357315;0;0;0;0;-50,3816520357315;0;0;0;0;0;0;0;0;-3,98154229324857;0;0;0;40,4081828042281;0;0;0;;-3,28634079949097E-08;
0;0;108,069715061056;0;0;0;0;0;0;0;-108,069715061056;0;0;0;0;0;-10,4720552932891;0;0;0;0;0;0;113,68056047783;0;0;;-1,15571028658223E-06;
0;0;0;0;0;0;64,4484795218106;0;0;0;0;0;-64,4484795218106;0;0;0;0;0;0;0;-6,46216502921623;0;0;0;66,4899721637141;0;;-3,15125021188578E-07;
0;0;0;0;0;32,3668998186643;0;0;0;0;0;0;0;-32,3668998186643;0;0;0;0;0;-2,54541160065788;0;0;0;0;0;25,9170813076228;;-1,40263072267999E-08;

